path,id,relpath,num_frames,height,width,aspect_ratio,fps,resolution,score_aes,text,score_flow,face_id_consistency,face_confidence,face_area_ratio,face_bbox_w,face_bbox_h,face_similarity,face_image_path,face_ref_image_path
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/171923_scene-0.mp4,171923_scene-0,171923_scene-0.mp4,450,1922,1080,1.7796296296296297,30.0,2075760,5.549032211303711,"a digital artwork of a figure that resembles the traditional representation of jesus christ. the figure is shown with long, flowing hair and a beard, wearing a white robe with a golden hue. the figure's arms are outstretched, and the robe appears to be billowing in a gentle breeze. the background features a gradient of colors, transitioning from warm oranges and yellows at the bottom to cooler purples and blues at the top, suggesting a sunrise or sunset. the clouds are soft and fluffy, with a few wispy strands that add to the ethereal atmosphere. the overall style of the video is serene and spiritual, with a focus on the figure's peaceful demeanor and the celestial backdrop.",0.2097170799970626,True,[0.8423832],0.0107842513944542,132.01824951171875,169.56381225585938,0.97090137,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_41_171923_scene-0.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_41_171923_scene-0.mp4.jpg
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/98228_scene-0.mp4,98228_scene-0,98228_scene-0.mp4,450,1080,1920,0.5625,30.0,2073600,6.121982574462891,"a 3d animation featuring a female character with purple hair and red eyes, wearing a fantasy-style armor with a dragon motif. she is seated on a rock with her legs crossed, holding a staff with a dragon's head at the top. a large dragon with a blue and white color scheme is present in the background, and there are smaller dragons flying around her. the setting appears to be a mystical forest with glowing mushrooms and flowers. the character is surrounded by magical energy, and there are floating orbs of light around her. the overall atmosphere of the animation is mystical and fantastical.",0.5473684668540955,True,[0.7691872],0.0055426586033691,92.4100341796875,124.37239074707033,0.87670195,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_61_98228_scene-0.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_61_98228_scene-0.mp4.jpg
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/166650_scene-2.mp4,166650_scene-2,166650_scene-2.mp4,210,1080,1920,0.5625,30.0,2073600,5.051551818847656,"a digital illustration featuring a man wearing a hooded cloak and sunglasses, sitting in front of a computer screen displaying lines of code. the man appears to be a hacker or programmer, as suggested by the code on the screen and the overall aesthetic of the video. the code includes references to ""hacking,"" ""waiting for response,"" and ""user_input,"" among other terms. the background is dark and moody, with neon lights and a blurred cityscape, enhancing the cyberpunk theme. the video has a cinematic quality, with a focus on the man and the computer screen, and it seems to be designed to evoke a sense of intrigue and suspense.",0.1798413097858429,True,[0.68223375],0.0579258041966399,335.05401611328125,358.4942779541016,0.8097254,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_85_166650_scene-2.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_85_166650_scene-2.mp4.jpg
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/57159_scene-0.mp4,57159_scene-0,57159_scene-0.mp4,450,1080,1920,0.5625,30.0,2073600,4.998930931091309,"a joyful moment on a beach at sunset. a woman is the main subject, standing on the sandy beach with the ocean in the background. she is wearing a red shirt and black pants, and her arms are raised in the air, as if she is dancing or celebrating. in her hands, she holds a phone, which she is using to take a selfie. the sky is painted with hues of orange and pink, indicating that the sun is setting. the waves of the ocean are gently crashing onto the shore, adding to the serene atmosphere of the scene. the woman's position on the beach and her interaction with the phone suggest that she is capturing this beautiful moment to share with others. the overall scene is one of happiness and freedom, as the woman enjoys her time on the beach at sunset.",2.612637758255005,True,[0.87772167],0.0070738011364247,100.394287109375,146.10626220703125,0.6679264,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_148_57159_scene-0.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_148_57159_scene-0.mp4.jpg
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/200319_scene-0.mp4,200319_scene-0,200319_scene-0.mp4,450,1080,1920,0.5625,30.0,2073600,6.188430309295654,"a woman with gray hair and a fair complexion, wearing a black witch's hat with a pointed brim. she is looking directly at the camera with a serious expression. the background is a dark forest with tall trees and a misty atmosphere. there are mushrooms with glowing spots in the foreground, and the lighting suggests it is either dawn or dusk. the overall style of the video is a 3d animation with a realistic texture, giving it a surreal and magical feel.",0.0365956798195838,True,[0.7524384],0.1446709000528278,478.9452209472656,626.3546752929688,0.94873637,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_158_200319_scene-0.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_158_200319_scene-0.mp4.jpg
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/183448_scene-0.mp4,183448_scene-0,183448_scene-0.mp4,450,1080,1920,0.5625,30.0,2073600,4.913827896118164,"a young man standing outdoors, smiling and looking at his smartphone. he is wearing glasses and a white shirt. the background is blurred but appears to be a park or garden with greenery. the man is holding the phone in his right hand and seems to be interacting with the screen. the lighting suggests it might be daytime. the style of the video is a candid, real-life shot with a focus on the individual using the smartphone.",1.0550591945648191,True,[0.86201125],0.0660240750587804,326.736328125,419.0153045654297,0.89685416,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_240_183448_scene-0.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_240_183448_scene-0.mp4.jpg
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/203251_scene-0.mp4,203251_scene-0,203251_scene-0.mp4,450,1080,1920,0.5625,30.0,2073600,5.365731239318848,"a close-up shot of a man with a beard and short hair, wearing a gray t-shirt with a graphic on it. he is looking to the side with a thoughtful expression, his hand resting on his chin. the background is a plain, light-colored wall. the lighting is soft and even, suggesting an indoor setting. the man's expression and the position of his hand suggest he is deep in thought or contemplation. the style of the video is straightforward and appears to be a stock footage shot, possibly for use in a video or advertisement.",1.3557637929916382,True,[0.73188585],0.0849599391403899,373.6281127929688,471.51947021484375,0.7503097,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_264_203251_scene-0.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_264_203251_scene-0.mp4.jpg
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/184723_scene-0.mp4,184723_scene-0,184723_scene-0.mp4,450,1550,1080,1.4351851851851851,30.0,1674000,6.175127983093262,"a 3d rendering of a female character designed to resemble a fairy. she has blonde hair styled in curls and is wearing a green dress with a low neckline and a skirt that flares out. the dress has a green bodice with a floral pattern and a green skirt that appears to be made of a sheer material. she is also wearing a green headband with a bow on top and a pair of green earrings. her wings are translucent with a purple hue and have a butterfly-like shape. a butterfly is perched on her shoulder. the background is a forest scene with green foliage and a path leading into the distance. the lighting suggests it is either dawn or dusk, with a warm glow illuminating the scene.",0.0138054648414254,True,[0.8067794],0.0304370129910918,205.73629760742188,247.6546936035156,0.97699547,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_277_184723_scene-0.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_277_184723_scene-0.mp4.jpg
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/135687_scene-4.mp4,135687_scene-4,135687_scene-4.mp4,60,1080,1920,0.5625,30.0,2073600,5.215542316436768,"a digital art piece that combines elements of technology and humanity. it features a woman with blonde hair and blue eyes, who is looking directly at the camera. her face is partially obscured by a black and white pattern that resembles a computer screen. the background is a stark black, which contrasts with the woman's pale skin. the woman is wearing a black top and has a small tattoo on her left arm. her expression is serious, and she appears to be deep in thought. the overall mood of the video is contemplative and introspective. the video is rich in symbolism. the computer screen pattern on the woman's face could represent the increasing role of technology in our lives. the black and white color scheme might symbolize the duality of technology - its ability to both enhance and detract from our experiences. the woman's serious expression and the black background could be interpreted as a commentary on the seriousness of the issues surrounding technology and its impact on society. the video might be urging viewers to consider the implications of our increasing reliance on technology.",2.216420888900757,True,[0.8410544],0.2043257922955254,557.5491333007812,759.9150238037109,0.74235654,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_356_135687_scene-4.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_356_135687_scene-4.mp4.jpg
/mnt/ddn/sora/data/pixabay/scene_cut/data/split-0/130213_scene-0.mp4,130213_scene-0,130213_scene-0.mp4,450,1080,1920,0.5625,30.0,2073600,4.710277080535889,"a young woman is the main subject, sitting on a concrete ledge in front of a modern building. she is dressed in a striped shirt and blue jeans, and is engrossed in her phone, which she holds in her hands. the building behind her has large windows and a green roof, suggesting it might be a commercial or public building. the woman's position on the ledge and her focus on her phone suggest she might be taking a break or waiting for someone. the overall scene is casual and everyday, capturing a moment of modern urban life.",3.3475255966186523,True,[0.808521],0.008615883424837,114.57391357421876,155.93336486816406,0.7585423,/mnt/ddn/sora/data/pixabay/scene_cut_first_frame/split-0/frame_357_130213_scene-0.mp4.jpg,/mnt/ddn/sora/data/pixabay/scene_cut_last_frame/split-0/ref_frame_357_130213_scene-0.mp4.jpg
